#constant measurement,network,label
#datatype dateTime:2006-01-02,double,binary
2022-09-02T08:56:00Z,68.4,0
2022-09-02T09:01:00Z,68.4,0
2022-09-02T09:06:00Z,86.4,0
2022-09-02T09:11:00Z,68.4,0
2022-09-02T09:16:00Z,42,0
2022-09-02T09:21:00Z,112.8,0
2022-09-02T09:26:00Z,68.4,0
2022-09-02T09:31:00Z,42,0
2022-09-02T09:36:00Z,121.2,0
2022-09-02T09:41:00Z,42,0
2022-09-02T09:46:00Z,68.4,0
2022-09-02T09:51:00Z,42,0
2022-09-02T09:56:00Z,112.8,0
2022-09-02T10:01:00Z,68.4,0
2022-09-02T10:06:00Z,42,0
2022-09-02T10:11:00Z,112.8,0
2022-09-02T10:16:00Z,42,0
2022-09-02T10:21:00Z,68.4,0
2022-09-02T10:26:00Z,58.8,0
2022-09-02T10:31:00Z,68.4,0
2022-09-02T10:36:00Z,68.4,0
2022-09-02T10:41:00Z,42,0
2022-09-02T10:46:00Z,112.8,0
2022-09-02T10:51:00Z,68.4,0
2022-09-02T10:56:00Z,42,0
2022-09-02T11:01:00Z,94.8,0
2022-09-02T11:06:00Z,60,0
2022-09-02T11:11:00Z,68.4,0
2022-09-02T11:16:00Z,42,0
2022-09-02T11:21:00Z,112.8,0
2022-09-02T11:26:00Z,68.4,0
2022-09-02T11:31:00Z,42,0
2022-09-02T11:36:00Z,112.8,0
2022-09-02T11:41:00Z,42,0
2022-09-02T11:46:00Z,68.4,0
2022-09-02T11:51:00Z,68.4,0
2022-09-02T11:56:00Z,86.4,0
2022-09-02T12:01:00Z,76.8,0
2022-09-02T12:06:00Z,42,0
2022-09-02T12:11:00Z,112.8,0
2022-09-02T12:16:00Z,42,0
2022-09-02T12:21:00Z,60,0
2022-09-02T12:26:00Z,68.4,0
2022-09-02T12:31:00Z,86.4,0
2022-09-02T12:36:00Z,68.4,0
2022-09-02T12:41:00Z,42,0
2022-09-02T12:46:00Z,94.8,0
2022-09-02T12:51:00Z,68.4,0
2022-09-02T12:56:00Z,42,0
2022-09-02T13:01:00Z,112.8,0
2022-09-02T13:06:00Z,42,0
2022-09-02T13:11:00Z,68.4,0
2022-09-02T13:16:00Z,42,0
2022-09-02T13:21:00Z,104.4,0
2022-09-02T13:26:00Z,68.4,0
2022-09-02T13:31:00Z,42,0
2022-09-02T13:36:00Z,112.8,0
2022-09-02T13:41:00Z,42,0
2022-09-02T13:46:00Z,68.4,0
2022-09-02T13:51:00Z,68.4,0
2022-09-02T13:56:00Z,86.4,0
2022-09-02T14:01:00Z,68.4,0
2022-09-02T14:06:00Z,42,0
2022-09-02T14:11:00Z,112.8,0
2022-09-02T14:16:00Z,68.4,0
2022-09-02T14:21:00Z,42,0
2022-09-02T14:26:00Z,112.8,0
2022-09-02T14:31:00Z,42,0
2022-09-02T14:36:00Z,68.4,0
2022-09-02T14:41:00Z,42,0
2022-09-02T14:46:00Z,112.8,0
2022-09-02T14:51:00Z,68.4,0
2022-09-02T14:56:00Z,42,0
2022-09-02T15:01:00Z,94.8,0
2022-09-02T15:06:00Z,42,0
2022-09-02T15:11:00Z,68.4,0
2022-09-02T15:16:00Z,68.4,0
2022-09-02T15:21:00Z,86.4,0
2022-09-02T15:26:00Z,68.4,0
2022-09-02T15:31:00Z,42,0
2022-09-02T15:36:00Z,112.8,0
2022-09-02T15:41:00Z,42,0
2022-09-02T15:46:00Z,60,0
2022-09-02T15:51:00Z,68.4,0
2022-09-02T15:56:00Z,86.4,0
2022-09-02T16:01:00Z,76.8,0
2022-09-02T16:06:00Z,42,0
2022-09-02T16:11:00Z,112.8,0
2022-09-02T16:16:00Z,68.4,0
2022-09-02T16:21:00Z,42,0
2022-09-02T16:26:00Z,112.8,0
2022-09-02T16:31:00Z,42,0
2022-09-02T16:36:00Z,68.4,0
2022-09-02T16:41:00Z,60,0
2022-09-02T16:46:00Z,94.8,0
2022-09-02T16:51:00Z,68.4,0
2022-09-02T16:56:00Z,42,0
2022-09-02T17:01:00Z,104.4,0
2022-09-02T17:06:00Z,42,0
2022-09-02T17:11:00Z,68.4,0
2022-09-02T17:16:00Z,68.4,0
2022-09-02T17:21:00Z,86.4,0
2022-09-02T17:26:00Z,68.4,0
2022-09-02T17:31:00Z,42,0
2022-09-02T17:36:00Z,195,0
2022-09-02T17:41:00Z,68.4,0
2022-09-02T17:46:00Z,42,0
2022-09-02T17:51:00Z,112.8,0
2022-09-02T17:56:00Z,42,0
2022-09-02T18:01:00Z,68.4,0
2022-09-02T18:06:00Z,42,0
2022-09-02T18:11:00Z,112.8,0
2022-09-02T18:16:00Z,68.4,0
2022-09-02T18:21:00Z,50.4,0
2022-09-02T18:26:00Z,112.8,0
2022-09-02T18:31:00Z,42,0
2022-09-02T18:36:00Z,68.4,0
2022-09-02T18:41:00Z,68.4,0
2022-09-02T18:46:00Z,86.4,0
2022-09-02T18:51:00Z,68.4,0
2022-09-02T18:56:00Z,42,0
2022-09-02T19:01:00Z,112.8,0
2022-09-02T19:06:00Z,60,0
2022-09-02T19:11:00Z,50.4,0
2022-09-02T19:16:00Z,68.4,0
2022-09-02T19:21:00Z,68.4,0
2022-09-02T19:26:00Z,60,0
2022-09-02T19:31:00Z,42,0
2022-09-02T19:36:00Z,112.8,0
2022-09-02T19:41:00Z,68.4,0
2022-09-02T19:46:00Z,42,0
2022-09-02T19:51:00Z,94.8,0
2022-09-02T19:56:00Z,42,0
2022-09-02T20:01:00Z,68.4,0
2022-09-02T20:06:00Z,68.4,0
2022-09-02T20:11:00Z,86.4,0
2022-09-02T20:16:00Z,68.4,0
2022-09-02T20:21:00Z,42,0
2022-09-02T20:26:00Z,112.8,0
2022-09-02T20:31:00Z,42,0
2022-09-02T20:36:00Z,68.4,0
2022-09-02T20:41:00Z,68.4,0
2022-09-02T20:46:00Z,86.4,0
2022-09-02T20:51:00Z,68.4,0
2022-09-02T20:56:00Z,42,0
2022-09-02T21:01:00Z,112.8,0
2022-09-02T21:06:00Z,68.4,0
2022-09-02T21:11:00Z,42,0
2022-09-02T21:16:00Z,86.4,0
2022-09-02T21:21:00Z,50.4,0
2022-09-02T21:26:00Z,68.4,0
2022-09-02T21:31:00Z,42,0
2022-09-02T21:36:00Z,112.8,0
2022-09-02T21:41:00Z,68.4,0
2022-09-02T21:46:00Z,42,0
2022-09-02T21:51:00Z,112.8,0
2022-09-02T21:56:00Z,42,0
2022-09-02T22:01:00Z,68.4,0
2022-09-02T22:06:00Z,68.4,0
2022-09-02T22:11:00Z,86.4,0
2022-09-02T22:16:00Z,68.4,0
2022-09-02T22:21:00Z,42,0
2022-09-02T22:26:00Z,94.8,0
2022-09-02T22:31:00Z,68.4,0
2022-09-02T22:36:00Z,42,0
2022-09-02T22:41:00Z,86.4,0
2022-09-02T22:46:00Z,68.4,0
2022-09-02T22:51:00Z,68.4,0
2022-09-02T22:56:00Z,42,0
2022-09-02T23:01:00Z,112.8,0
2022-09-02T23:06:00Z,68.4,0
2022-09-02T23:11:00Z,42,0
2022-09-02T23:16:00Z,112.8,0
2022-09-02T23:21:00Z,42,0
2022-09-02T23:26:00Z,68.4,0
2022-09-02T23:31:00Z,68.4,0
2022-09-02T23:36:00Z,86.4,0
2022-09-02T23:41:00Z,68.4,0
2022-09-02T23:46:00Z,42,0
2022-09-02T23:51:00Z,112.8,0
2022-09-02T23:56:00Z,42,0
2022-09-03T00:01:00Z,68.4,0
2022-09-03T00:06:00Z,68.4,0
2022-09-03T00:11:00Z,86.4,0
2022-09-03T00:16:00Z,68.4,0
2022-09-03T00:21:00Z,42,0
2022-09-03T00:26:00Z,112.8,0
2022-09-03T00:31:00Z,68.4,0
2022-09-03T00:36:00Z,42,0
2022-09-03T00:41:00Z,104.4,0
2022-09-03T00:46:00Z,42,0
2022-09-03T00:51:00Z,68.4,0
2022-09-03T00:56:00Z,42,0
2022-09-03T01:01:00Z,112.8,0
2022-09-03T01:06:00Z,68.4,0
2022-09-03T01:11:00Z,42,0
2022-09-03T01:16:00Z,112.8,0
2022-09-03T01:21:00Z,42,0
2022-09-03T01:26:00Z,68.4,0
2022-09-03T01:31:00Z,68.4,0
2022-09-03T01:36:00Z,86.4,0
2022-09-03T01:41:00Z,68.4,0
2022-09-03T01:46:00Z,50.4,0
2022-09-03T01:51:00Z,112.8,0
2022-09-03T01:56:00Z,68.4,0
2022-09-03T02:01:00Z,42,0
2022-09-03T02:06:00Z,112.8,0
2022-09-03T02:11:00Z,42,0
2022-09-03T02:16:00Z,68.4,0
2022-09-03T02:21:00Z,42,0
2022-09-03T02:26:00Z,94.8,0
2022-09-03T02:31:00Z,68.4,0
2022-09-03T02:36:00Z,42,0
2022-09-03T02:41:00Z,94.8,0
2022-09-03T02:46:00Z,42,0
2022-09-03T02:51:00Z,68.4,0
2022-09-03T02:56:00Z,50.4,0
2022-09-03T03:01:00Z,86.4,0
2022-09-03T03:06:00Z,60,0
2022-09-03T03:11:00Z,42,0
2022-09-03T03:16:00Z,112.8,0
2022-09-03T03:21:00Z,42,0
2022-09-03T03:26:00Z,68.4,0
2022-09-03T03:31:00Z,68.4,0
2022-09-03T03:36:00Z,168.6,0
2022-09-03T03:41:00Z,60,0
2022-09-03T03:46:00Z,42,0
2022-09-03T03:51:00Z,112.8,0
2022-09-03T03:56:00Z,68.4,0
2022-09-03T04:01:00Z,42,0
2022-09-03T04:06:00Z,112.8,0
2022-09-03T04:11:00Z,42,0
2022-09-03T04:16:00Z,68.4,0
2022-09-03T04:21:00Z,60,0
2022-09-03T04:26:00Z,94.8,0
2022-09-03T04:31:00Z,68.4,0
2022-09-03T04:36:00Z,42,0
2022-09-03T04:41:00Z,112.8,0
2022-09-03T04:46:00Z,42,0
2022-09-03T04:51:00Z,68.4,0
2022-09-03T04:56:00Z,50.4,0
2022-09-03T05:01:00Z,86.4,0
2022-09-03T05:06:00Z,68.4,0
2022-09-03T05:11:00Z,42,0
2022-09-03T05:16:00Z,112.8,0
2022-09-03T05:21:00Z,68.4,0
2022-09-03T05:26:00Z,42,0
2022-09-03T05:31:00Z,112.8,0
2022-09-03T05:36:00Z,42,0
2022-09-03T05:41:00Z,68.4,0
2022-09-03T05:46:00Z,42,0
2022-09-03T05:51:00Z,112.8,0
2022-09-03T05:56:00Z,68.4,0
2022-09-03T06:01:00Z,42,0
2022-09-03T06:06:00Z,112.8,0
2022-09-03T06:11:00Z,50.4,0
2022-09-03T06:16:00Z,68.4,0
2022-09-03T06:21:00Z,68.4,0
2022-09-03T06:26:00Z,86.4,0
2022-09-03T06:31:00Z,68.4,0
2022-09-03T06:36:00Z,42,0
2022-09-03T06:41:00Z,112.8,0
2022-09-03T06:46:00Z,60,0
2022-09-03T06:51:00Z,50.4,0
2022-09-03T06:56:00Z,68.4,0
2022-09-03T07:01:00Z,86.4,0
2022-09-03T07:06:00Z,68.4,0
2022-09-03T07:11:00Z,42,0
2022-09-03T07:16:00Z,112.8,0
2022-09-03T07:21:00Z,68.4,0
2022-09-03T07:26:00Z,42,0
2022-09-03T07:31:00Z,112.8,0
2022-09-03T07:36:00Z,42,0
2022-09-03T07:41:00Z,68.4,0
2022-09-03T07:46:00Z,68.4,0
2022-09-03T07:51:00Z,86.4,0
2022-09-03T07:56:00Z,68.4,0
2022-09-03T08:01:00Z,154832,0
2022-09-03T08:06:00Z,197202,0
2022-09-03T08:11:00Z,42,0
2022-09-03T08:16:00Z,68.4,0
2022-09-03T08:21:00Z,68.4,0
2022-09-03T08:26:00Z,86.4,0
2022-09-03T08:31:00Z,68.4,0
2022-09-03T08:36:00Z,42,0
2022-09-03T08:41:00Z,112.8,0
2022-09-03T08:46:00Z,68.4,0
2022-09-03T08:51:00Z,42,0
2022-09-03T08:56:00Z,112.8,0
2022-09-03T09:01:00Z,42,0
2022-09-03T09:06:00Z,68.4,0
2022-09-03T09:11:00Z,42,0
2022-09-03T09:16:00Z,112.8,0
2022-09-03T09:21:00Z,68.4,0
2022-09-03T09:26:00Z,42,0
2022-09-03T09:31:00Z,112.8,0
2022-09-03T09:36:00Z,42,0
2022-09-03T09:41:00Z,68.4,0
2022-09-03T09:46:00Z,50.4,0
2022-09-03T09:51:00Z,86.4,0
2022-09-03T09:56:00Z,76.8,0
2022-09-03T10:01:00Z,42,0
2022-09-03T10:06:00Z,112.8,0
2022-09-03T10:11:00Z,68.4,0
2022-09-03T10:16:00Z,42,0
2022-09-03T10:21:00Z,68.4,0
2022-09-03T10:26:00Z,86.4,0
2022-09-03T10:31:00Z,68.4,0
2022-09-03T10:36:00Z,42,0
2022-09-03T10:41:00Z,94.8,0
2022-09-03T10:46:00Z,60,0
2022-09-03T10:51:00Z,42,0
2022-09-03T10:56:00Z,94.8,0
2022-09-03T11:01:00Z,42,0
2022-09-03T11:06:00Z,68.4,0
2022-09-03T11:11:00Z,50.4,0
2022-09-03T11:16:00Z,86.4,0
2022-09-03T11:21:00Z,68.4,0
2022-09-03T11:26:00Z,42,0
2022-09-03T11:31:00Z,94.8,0
2022-09-03T11:36:00Z,42,0
2022-09-03T11:41:00Z,76.8,0
2022-09-03T11:46:00Z,68.4,0
2022-09-03T11:51:00Z,86.4,0
2022-09-03T11:56:00Z,68.4,0
2022-09-03T12:01:00Z,42,0
2022-09-03T12:06:00Z,112.8,0
2022-09-03T12:11:00Z,68.4,0
2022-09-03T12:16:00Z,42,0
2022-09-03T12:21:00Z,104.4,0
2022-09-03T12:26:00Z,42,0
2022-09-03T12:31:00Z,68.4,0
2022-09-03T12:36:00Z,42,0
2022-09-03T12:41:00Z,112.8,0
2022-09-03T12:46:00Z,68.4,0
2022-09-03T12:51:00Z,42,0
2022-09-03T12:56:00Z,112.8,0
2022-09-03T13:01:00Z,42,0
2022-09-03T13:06:00Z,68.4,0
2022-09-03T13:11:00Z,68.4,0
2022-09-03T13:16:00Z,94.8,0
2022-09-03T13:21:00Z,68.4,0
2022-09-03T13:26:00Z,42,0
2022-09-03T13:31:00Z,112.8,0
2022-09-03T13:36:00Z,68.4,0
2022-09-03T13:41:00Z,42,0
2022-09-03T13:46:00Z,86.4,0
2022-09-03T13:51:00Z,68.4,0
2022-09-03T13:56:00Z,68.4,0
2022-09-03T14:01:00Z,42,0
2022-09-03T14:06:00Z,112.8,0
2022-09-03T14:11:00Z,68.4,0
2022-09-03T14:16:00Z,42,0
2022-09-03T14:21:00Z,112.8,0
2022-09-03T14:26:00Z,42,0
2022-09-03T14:31:00Z,68.4,0
2022-09-03T14:36:00Z,68.4,0
2022-09-03T14:41:00Z,86.4,0
2022-09-03T14:46:00Z,68.4,0
2022-09-03T14:51:00Z,42,0
2022-09-03T14:56:00Z,112.8,0
2022-09-03T15:01:00Z,124.2,0
2022-09-03T15:06:00Z,68.4,0
2022-09-03T15:11:00Z,68.4,0
2022-09-03T15:16:00Z,86.4,0
2022-09-03T15:21:00Z,68.4,0
2022-09-03T15:26:00Z,42,0
2022-09-03T15:31:00Z,112.8,0
2022-09-03T15:36:00Z,68.4,0
2022-09-03T15:41:00Z,42,0
2022-09-03T15:46:00Z,121.2,0
2022-09-03T15:51:00Z,42,0
2022-09-03T15:56:00Z,68.4,0
2022-09-03T16:01:00Z,42,0
2022-09-03T16:06:00Z,104.4,0
2022-09-03T16:11:00Z,68.4,0
2022-09-03T16:16:00Z,42,0
2022-09-03T16:21:00Z,112.8,0
2022-09-03T16:26:00Z,42,0
2022-09-03T16:31:00Z,68.4,0
2022-09-03T16:36:00Z,68.4,0
2022-09-03T16:41:00Z,86.4,0
2022-09-03T16:46:00Z,68.4,0
2022-09-03T16:51:00Z,42,0
2022-09-03T16:56:00Z,112.8,0
2022-09-03T17:01:00Z,68.4,0
2022-09-03T17:06:00Z,42,0
2022-09-03T17:11:00Z,94.8,0
2022-09-03T17:16:00Z,14703,0
2022-09-03T17:21:00Z,5234830,0
2022-09-03T17:26:00Z,9615.2,0
2022-09-03T17:31:00Z,653920,0
2022-09-03T17:36:00Z,68.4,0
2022-09-03T17:41:00Z,42,0
2022-09-03T17:46:00Z,112.8,0
2022-09-03T17:51:00Z,42,0
2022-09-03T17:56:00Z,68.4,0
2022-09-03T18:01:00Z,68.4,0
2022-09-03T18:06:00Z,86.4,0
2022-09-03T18:11:00Z,861,0
2022-09-03T18:16:00Z,42,0
2022-09-03T18:21:00Z,94.8,0
2022-09-03T18:26:00Z,42,0
2022-09-03T18:31:00Z,68.4,0
2022-09-03T18:36:00Z,68.4,0
2022-09-03T18:41:00Z,13782.8,0
2022-09-03T18:46:00Z,5232680,0
2022-09-03T18:51:00Z,7722.4,0
2022-09-03T18:56:00Z,594698,0
2022-09-03T19:01:00Z,60,0
2022-09-03T19:06:00Z,42,0
2022-09-03T19:11:00Z,112.8,0
2022-09-03T19:16:00Z,42,0
2022-09-03T19:21:00Z,68.4,0
2022-09-03T19:26:00Z,68.4,0
2022-09-03T19:31:00Z,94.8,0
2022-09-03T19:36:00Z,68.4,0
2022-09-03T19:41:00Z,42,0
2022-09-03T19:46:00Z,15975.6,0
2022-09-03T19:51:00Z,5189010,0
2022-09-03T19:56:00Z,48644,0
2022-09-03T20:01:00Z,9292.8,0
2022-09-03T20:06:00Z,610605,0
2022-09-03T20:11:00Z,68.4,0
2022-09-03T20:16:00Z,42,0
2022-09-03T20:21:00Z,112.8,0
2022-09-03T20:26:00Z,68.4,0
2022-09-03T20:31:00Z,13622.6,0
2022-09-03T20:36:00Z,5229050,0
2022-09-03T20:41:00Z,9694.8,0
2022-09-03T20:46:00Z,683918,0
2022-09-03T20:51:00Z,367236,0
2022-09-03T20:56:00Z,112.8,0
2022-09-03T21:01:00Z,368962,0
2022-09-03T21:06:00Z,42,0
2022-09-03T21:11:00Z,121.2,0
2022-09-03T21:16:00Z,42,0
2022-09-03T21:21:00Z,844.2,0
2022-09-03T21:26:00Z,68.4,0
2022-09-03T21:31:00Z,86.4,0
2022-09-03T21:36:00Z,68.4,0
2022-09-03T21:41:00Z,42,0
2022-09-03T21:46:00Z,13876.4,0
2022-09-03T21:51:00Z,5245440,0
2022-09-03T21:56:00Z,82.8,0
2022-09-03T22:01:00Z,149759,0
2022-09-03T22:06:00Z,472640,0
2022-09-03T22:11:00Z,68.4,0
2022-09-03T22:16:00Z,42,0
2022-09-03T22:21:00Z,112.8,0
2022-09-03T22:26:00Z,60,0
2022-09-03T22:31:00Z,42,0
2022-09-03T22:36:00Z,112.8,0
2022-09-03T22:41:00Z,42,0
2022-09-03T22:46:00Z,68.4,0
2022-09-03T22:51:00Z,68.4,0
2022-09-03T22:56:00Z,94.8,0
2022-09-03T23:01:00Z,68.4,0
2022-09-03T23:06:00Z,42,0
2022-09-03T23:11:00Z,112.8,0
2022-09-03T23:16:00Z,42,0
2022-09-03T23:21:00Z,68.4,0
2022-09-03T23:26:00Z,14452.8,0
2022-09-03T23:31:00Z,5245340,0
2022-09-03T23:36:00Z,8059.6,0
2022-09-03T23:41:00Z,628156,0
2022-09-03T23:46:00Z,112.8,0
2022-09-03T23:51:00Z,68.4,0
2022-09-03T23:56:00Z,42,0
2022-09-04T00:01:00Z,112.8,0
2022-09-04T00:06:00Z,13621.4,0
2022-09-04T00:11:00Z,5215740,0
2022-09-04T00:16:00Z,28481.6,0
2022-09-04T00:21:00Z,150981,0
2022-09-04T00:26:00Z,481955,0
2022-09-04T00:31:00Z,42,0
2022-09-04T00:36:00Z,86.4,0
2022-09-04T00:41:00Z,42,0
2022-09-04T00:46:00Z,76.8,0
2022-09-04T00:51:00Z,68.4,0
2022-09-04T00:56:00Z,15181,0
2022-09-04T01:01:00Z,5247020,0
2022-09-04T01:06:00Z,9443.6,0
2022-09-04T01:11:00Z,610772,0
2022-09-04T01:16:00Z,68.4,0
2022-09-04T01:21:00Z,42,0
2022-09-04T01:26:00Z,94.8,0
2022-09-04T01:31:00Z,60,0
2022-09-04T01:36:00Z,68.4,0
2022-09-04T01:41:00Z,42,0
2022-09-04T01:46:00Z,103.2,0
2022-09-04T01:51:00Z,68.4,0
2022-09-04T01:56:00Z,42,0
2022-09-04T02:01:00Z,112.8,0
2022-09-04T02:06:00Z,42,0
2022-09-04T02:11:00Z,68.4,0
2022-09-04T02:16:00Z,68.4,0
2022-09-04T02:21:00Z,86.4,0
2022-09-04T02:26:00Z,68.4,0
2022-09-04T02:31:00Z,42,0
